,lat,lon,stationname,year,u_mean,v_mean
58,51.442,3.596,VLISSINGEN,1998-12-31,2.1305216380004888,1.1680684716262817
59,51.442,3.596,VLISSINGEN,1999-12-31,1.6005804199142457,0.8992076782531738
60,51.442,3.596,VLISSINGEN,2000-12-31,1.8100871986312868,1.4473543415451051
61,51.442,3.596,VLISSINGEN,2001-12-31,1.3885610928421022,0.43270212327957147
62,51.442,3.596,VLISSINGEN,2002-12-31,1.054637004802704,0.9907517958793641
63,51.442,3.596,VLISSINGEN,2003-12-31,0.5695171551876068,0.48689258815002445
64,51.442,3.596,VLISSINGEN,2004-12-31,1.6427465230102538,0.6349590199623107
65,51.442,3.596,VLISSINGEN,2005-12-31,1.363575539871216,0.18248628394126887
66,51.442,3.596,VLISSINGEN,2006-12-31,1.2523336567611696,0.8436947758979797
67,51.442,3.596,VLISSINGEN,2007-12-31,1.6519255892105105,0.2586154862155914
68,51.442,3.596,VLISSINGEN,2008-12-31,1.470827270576477,1.135533492202759
69,51.442,3.596,VLISSINGEN,2009-12-31,1.2434158803482056,0.8141813662719727
70,51.442,3.596,VLISSINGEN,2010-12-31,0.6044802760505676,-0.15946215143728262
71,51.442,3.596,VLISSINGEN,2011-12-31,1.4660464369888309,0.9701235107841493
72,51.442,3.596,VLISSINGEN,2012-12-31,1.5414402032699586,0.959487425933838
73,51.442,3.596,VLISSINGEN,2013-12-31,0.7550405817260742,0.3057153886260986
74,51.442,3.596,VLISSINGEN,2014-12-31,1.0808516584281922,1.31227847971344
75,51.442,3.596,VLISSINGEN,2015-12-31,1.6833153713150024,0.9940812392005921
76,51.442,3.596,VLISSINGEN,2016-12-31,1.1835678021469116,0.790772016155243
77,51.442,3.596,VLISSINGEN,2017-12-31,1.7972837558822632,0.8675087703971862
78,51.442,3.596,VLISSINGEN,2018-12-31,0.4859662118530274,0.4581118669509888
79,51.442,3.596,VLISSINGEN,2019-12-31,1.3157067778854372,1.0362347493057251
80,51.442,3.596,VLISSINGEN,2020-12-31,1.5272773156509403,1.325931885246277
81,51.442,3.596,VLISSINGEN,2021-12-31,1.0923397464027407,0.40959111526489256
82,51.442,3.596,VLISSINGEN,2022-12-31,1.0353267275657656,0.7577067676506042
83,51.442,3.596,VLISSINGEN,2023-12-31,1.6857543924179077,0.978363301940918
84,51.442,3.596,VLISSINGEN,2024-12-31,1.936669239982605,2.1077293503265384
85,51.978,4.12,HOEK VAN HOLLAND,1940-12-31,1.1221854870224004,0.5549279039192201
86,51.978,4.12,HOEK VAN HOLLAND,1941-12-31,0.8107288757133486,0.3348011229228972
87,51.978,4.12,HOEK VAN HOLLAND,1942-12-31,0.6757986748123173,0.5705303501319885
88,51.978,4.12,HOEK VAN HOLLAND,1943-12-31,1.7382701257705706,0.6229107510566714
89,51.978,4.12,HOEK VAN HOLLAND,1944-12-31,1.68249567428589,-0.08940632036686001
90,51.978,4.12,HOEK VAN HOLLAND,1945-12-31,1.676016166877748,0.3706117046928403
91,51.978,4.12,HOEK VAN HOLLAND,1946-12-31,1.0458864124298102,0.9204047460556035
92,51.978,4.12,HOEK VAN HOLLAND,1947-12-31,0.35886852393150326,0.08967252147436122
93,51.978,4.12,HOEK VAN HOLLAND,1948-12-31,1.5378616831588758,1.1383169924926766
94,51.978,4.12,HOEK VAN HOLLAND,1949-12-31,1.7046584253692645,0.28302332392692553
95,51.978,4.12,HOEK VAN HOLLAND,1950-12-31,1.7712010537719745,1.244728575210572
96,51.978,4.12,HOEK VAN HOLLAND,1951-12-31,1.1467123251342786,1.26984561782837
97,51.978,4.12,HOEK VAN HOLLAND,1952-12-31,1.4993365192031873,0.1425063652420037
98,51.978,4.12,HOEK VAN HOLLAND,1953-12-31,1.3698830970764173,0.44971548760414115
99,51.978,4.12,HOEK VAN HOLLAND,1954-12-31,2.080675661277773,0.8834997992134095
100,51.978,4.12,HOEK VAN HOLLAND,1955-12-31,1.030792902908326,-0.44770403178215135
101,51.978,4.12,HOEK VAN HOLLAND,1956-12-31,1.1014403123092658,-0.1262252877014882
102,51.978,4.12,HOEK VAN HOLLAND,1957-12-31,1.3585805398941053,0.3329119287395473
103,51.978,4.12,HOEK VAN HOLLAND,1958-12-31,1.2520117598342904,0.5149213365364071
104,51.978,4.12,HOEK VAN HOLLAND,1959-12-31,0.43899090895652815,0.4691899162006379
105,51.978,4.12,HOEK VAN HOLLAND,1960-12-31,0.956939237041474,0.748342201976776
106,51.978,4.12,HOEK VAN HOLLAND,1961-12-31,1.8672542289733902,0.706887692050934
107,51.978,4.12,HOEK VAN HOLLAND,1962-12-31,1.7526820872879043,0.034119088288545055
108,51.978,4.12,HOEK VAN HOLLAND,1963-12-31,0.6870482795715338,0.8212954592514042
109,51.978,4.12,HOEK VAN HOLLAND,1964-12-31,1.0730750447654733,0.294015670146942
110,51.978,4.12,HOEK VAN HOLLAND,1965-12-31,1.6704507513046276,0.2725035097885128
